president names,schools
pres.—gerald d. kellar. ,"jacksonville college, jacksonville (—; "
pres.—b. e. masters. ,"kilgore college, kilgore (s.; dist.; "
pres.—john e. gray. ,"lamar college, beaumont (s.; dist.; "
pres.—geo. h. gentry. ,"lee junior college, goose creek (—; "
pres.—c. e. peeples. ,"lon morris college, jacksonville (s.; "
pres.—g. l. prince. ,"**mary allen junior college, crockett "
pres.—mother m. rosario. ,"our lady of victory college, fort "
pres.—j. r. mclemore. ,"paris junior college, paris (s.; c.; "
pres.—g. c. boswell. ,"ranger junior college, ranger (—; c.; "
pres.—wilson h. elkins. ,"san angelo college, san angelo (s.; "
pres.—j. o. loftin. ,"san antonio junior college, san an¬ "
pres.—j. j. delaney. ,"schreiner institute, kerrville (s.; "
pres.—m. e. collins. ,hachie (—; assemblies of god; co¬ 
pres.—j. v. peters. ,"southwestern junior college, keene "
pres.—joe r. humphrey. ,"temple junior college, temple (—; c.; "
pres.—h. w. stilwell. ,"texarkana college, texarkana (s.; c.; "
pres.—william f. kraushaar. ,"texas lutheran college, seguin (s.; "
pres.—b. b. abrams. ,men; 150). 
pres.—h. e. jenkins. ,"tyler junior college, tyler (s.; c.; "
pres.—t. a. roach. ,"victoria junior college, victoria (—: "
pres.—j. w. marshall. ,"wayland baptist college, i’lainview "
pres.—howard s. mcdonald. ,"brigham young university, provo (a., "
pres.—sister m. benedictus. ,salt lake citv (w.; r. c.; wo.; 
pres.—albert ray olpin. ,dictus. 
pres.—franklin s. harris. ,"utah state agricultural college, logan "
pres.—robert d. steele. ,"westminster college, salt lake city "
pres.—joseph l. wirthlin. ,"mccune school of music and art, salt "
pres.—aaron e. jones. ,"carbon college, price (w.; st.; coed.; "
pres.—glenn e. snow. ,"dixie junior college, st. george (w.; "
pres.—james a. nuttall. ,"snow college, ephraim (w.; st.; coed.; "
pres.—henry aldous dixon. ,"weber college, ogden (w.; st.; coed.; "
pres.—frederick h. burkhardt. ,"bennington college, bennington (a., "
pres.—royce s. pitkin. ,"goddard college, plainfield (—; p.; "
pres.—daniel p. lyons. ,"st. michael’s college, winooski (e.; "
pres.—mother colette. ,"trinity college, burlington (—; r. c.; "
pres.—john s. millis. ,"cultural college, burlington (a., "
pres.—john c. linden. ,"state teachers college, castleton (—; "
pres.—william h. carter. ,"state teachers college, johnson (—; "
pres.—rita l. bole. ,"emory and henry college, emory (s.; "
pres.—howard carmer ackley. ,"green mountain junior college, poult- "
pres.—john h. kingsley. ,"vermont junior college, montpelier "
pres.— -. ,"bridgewater college, bridgewater (s.; "
pres.—john edwin pomfret ,"burg, norfolk, and richmond (a., "
pres.—j. l. stauffer. ,"eastern mennonite college, harrison¬ "
pres.—e. g. gammon. ,"hampden-sydney college, hampden- "
"pres.—alonzo g. moron, acting. ","♦♦hampton institute, hampton (s.; "
pres.—bessie c. randolph. ,"hollins college, hollins college (a., "
pres.—r. b. montgomery. ,"lynchburg college, lynchburg (s.; "
"pres.—frank bell lewis, jr. ","mary baldwin college, staunton (a., "
pres.—theodore h. jack. ,"lynchburg (a., s.; meth.; wo.; "
pres.—charles j. smith. ,"roanoke college, salem (s.; p.; "
pres.—martha b. lucas. ,"sweet briar college, sweet briar (a., "
pres.—geo. m. modlin. ,"(a., s.; bapt.; cord.; 3,019). "
"pres.—colgate w. darden, jr. ","and fredericksburg (a., s.; st; "
pres.—m. l. combs. ,"versity of virginia, fredericks¬ "
pres.—walter s. newman. ,burg and radford (s.; st.; coed.; 
pres.—david wilbur peters. ,st.; wo.; 741). 
pres.—luther h. foster. ,"♦♦virginia state college, petersburg "
pres.—m. c. allen. ,"college, lynchburg (—; bapt.; "
pres.—j. m. ellison. ,"♦♦virginia union university, richmond "
pres.—francis p. gaines. ,"washington and lee university, lex¬ "
pres.—henry wade dubose. ,"for lay workers, richmond (—: "
pres.—william t. sanger. ,"medical college of virginia, richmond "
pres.—j. alvin russell. ,"♦♦st. paul’s polytechnic institute, law- "
pres.—l. p. hill. ,dayton (♦; evan. u. b.; coed.; 
"pres.—benjamin r. lacy, jr. ","union theological seminary, richmond "
pres.—samuel p. duke. ,"madison college, harrisonburg (s., *; "
pres.—dabney s. lancaster. ,"state teachers college, farmville (s., "
pres.—curtis bishop. ,"averett college, danville (s.; bapt.; "
pres.—john d. riddick. ,"blackstone college for girls, black- "
pres.—chas. l. harman. ,"bluefield college, bluefield (—; bapt.; "
pres.—w. b. gates. ,"fairfax hall junior college, waynes¬ "
pres.—luther j. derby. ,"ferrum junior college, ferrum (—; "
pres.—henry e. horn. ,"marion college, marion (—; luth.; "
pres.—l. p. hill. ,"shenandoah college, dayton (s.; evan. "
pres.—margaret durham robey. ,"southern seminary and junior college, "
pres.—john c. simpson. ,"stratford college, danville (—; p.; "
pres.—w. e. martin. ,"sullins college, bristol (s.; p.; wo.; "
pres.—r. l. brantley. ,"virginia interment college, bristol "
pres.—r. franklin thompson. ,"college of puget sound, tacoma (a., "
pres.—francis e. corkery. ,"gonzaga university, spokane (w.; r. "
pres.—s. c. eastvold. ,"pacific lutheran college, parkland "
pres.—john p. mccormick. ,"st. edward’s seminary, kenmore (w.; "
pres.—raphael heider. ,"st. martin’s college, olympia (w.; r. "
pres.—c. hoyt watson. ,"seattle pacific college, seattle (w.; "
pres.—albert a. lemieux. ,"walla walla college, college place— "
pres.—wilson compton. ,"state college of washington, pullman "
pres.—raymond b. allen. ,"university of washington, seattle (a., "
pres.—george av. bowers. ,"walla walla college, college place (w.; "
pres.—aa'inslow s. anderson. ,"whitman college, avalla aa^alla (a., av.; "
pres.—frank f. warren. ,"aa^hitworth college, spokane (av.; "
pres.—robert e. mcconnell. ,"tion, ellensburg (w., ♦ ; st.; coed.; "
pres.—aa’’alter isle. ,"tion, cheney (aa ., * ; st.; coed.; "
pres.—sister ai. elizabeth clare. ,"holy names college, spokane (w.; "
pres.—w. w. haggard. ,"tion, relling.hain (w., * ; st.; coed.; "
pres.—f. gaiser. ,"clark college, vancouver (—; st.; "
pres.—j. f. marvin ruecliel. ,"everett junior college, everett (—; "
pres.—turfield d. schindler. ,"lower columbia junior college, long¬ "
pres.—paul furgeson. ,"wenatchee junior college, wenatchee "
pres.—wilbur haverfield cramblet. ,"bethany college, bethany (a., n.; "
pres.—r. r. ihirdum. ,"davis and elkins college, elkins (n.; "
pres.—m. j. horsch. ,"west virginia institute of technology, "
pres.—john w. da.vis. ,"**west virginia state college, institute "
pres.—irvin stewart. ,"town and keyser (a., n.; st.; "
pres.—william john scarborough. ,"west virginia wesleyan college, buck- "
pres.—h. l. dickason. ,"**bluefield state college, bluefield (*; "
pres.—virgil h. stewart. ,"concord college, athens (n., *; st.; "
pres.—george h. hand. ,"fairmont state college, fairmont (n., "
pres.—harry b. heflin. ,"glenville state college, glenville (*; "
pres.—oliver s. ikenberry. ,"shepherd state college, shepherds- "
pres.—paul n. elbin. ,"west liberty state college, west "
pres.—g. c. hedrick. ,"beckley college, beckley (—; p.; coed. ; "
pres.—french w. thompson. ,"greenbrier junior college, lewisburg "
pres.—carey croneis. ,"beloit college, beloit (a., n.; p.; "
pres.—sister mary ignatia. ,"cardinal stritch college, the, mil¬ "
pres.—nelson vance russell. ,"carroll college, waukesha (a., n.; "
pres.—nathan m. pusey. ,"lawrence college, appleton (a., n.; p.; "
pres.—edward joseph o’donnell. ,"marquette university, milwaukee (a., "
pres.—carroll l. hill. ,"milton college, milton (—; p.; coed.; "
pres.—lucia r. briggs. ,"milwaukee-downer college, milwaukee "
pres.—edward a. fitzpatrick. ,"mount mary college, milwaukee (n.; "
pres.—lewis henry brumbaugh. ,"northland college, ashland (—; p.; "
pres.—erwin e. kowalke. ,"alverno college of music, milwaukee— "
pres.—clark g. kuebler. ,"ripon college, ripon (a., n.; p.; "
pres.—theopbane kalinowski. ,"st. francis college, burlington (—; "
pres.—b. h. pennings. ,"st. norbert college, west de pere (n.; "
pres.—edwin b. fred. ,"university of wisconsin, madison (a., "
pres.—mother m. corona. ,"alverno college of music, milwaukee "
pres.—job. p. meyer. ,"inary, thiensville (—; evan. luth.; "
pres.—aug. t. zeller. ,"redemptorist fathers’ seminary, ocon- "
pres.—a. helmuth koepke. ,"wisconsin conservatory, incorporated, "
pres.—sister m. augustine. ,"alverno college, milwaukee (*; r. "
pres.—sister mary hope. ,"edgewood college, madison (—; r. c.; "
pres.—jim dan hill. ,"state college, superior (n., *; st.; "
pres.—w. r. davies. ,"state teachers college, eau claire (* ; "
pres.—rexford s. mitchell. ,"state teachers college, la crosse (n., "
pres.—j. martin klotscbe. ,"state teachers college, milwaukee "
pres.—forrest r. polk. ,"state teachers college, oshkosh (n., "
pres.—chester o. newlun. ,"state teachers college, platteville "
pres.—e. h. kleinpell. ,"state teachers college, river falls "
pres.—william c. hansen. ,"state teachers college, stevens point "
pres.—robert c. williams. ,"state teachers college, whitewater "
pres.—verne c. fryklund. ,"stout institute, menomonie (n., *; st; "
pres.—sister m. theodine. ,"viterbo college, la cross (—; r. c.; "
pres.—leroy c. rincker. ,"concordia college, milwaukee (—; "
pres.—weimer k. hicks. ,"wayland junior college and academy, "
pres.—george d. humphrey. ,"university of wyoming, laramie and "
