president names,schools
pres.—conway boatman. ,"union college, barbourville (s.; meth.; "
pres.—h. l. donovan. ,"university of kentucky, lexington (a., "
vice pres.—leo m. chamberlain. ,"s.; st; coed.; 7,716). "
pres.—john w. tayldr. ,"university of louisville, louisville (a., "
pres.—william jesse baird. ,fairs—f. w. stamm. 
pres.—rev. mother mary rosalin. ,"ursuline college, louisville (js.; r. "
pres.—william t. mulloy. ,"villa madonna college, covington (—; "
pres.—julian c. mcpheeters. ,"asbury theological seminary, wilmore "
"pres.—stephen j. corey, acting. ","college of the bible (graduate), lex¬ "
pres.—benjamin f. washer. ,"jefferson school of law (evening), "
pres.—j. lowell lusby. ,"kentucky christian college, grayson "
pres.—frank h. caldwell. ,"seminary, louisville (* ; presb.; "
pres.—albert ruetz. ,"st. mary’s college, st. mary (—; p.; "
pres.—ellis a. fuller. ,"nary, louisville (* ; s. bapt.; men ; "
pres.—j. murray hill. ,bowling green (—; p.; coed.; 
pres.—w. f. o’donnell. ,"lege, richmond (s., ♦; st.; coed.; "
pres.—ralph h. woods. ,1 
pres.—paul l. garrett. ,"lege, bowling green (s., ♦ ; st.; "
pres.—e. w. beck. ,"ashland junior college, ashland (—; "
pres.—powhatan w. james. ,"bethel woman’s college, hopkinsville "
pres.—john m. carter. ,"campbellsville college, campbellsville "
pres.—james m. boswell. ,"cumberland college, williamsburg (s.; "
pres.—j. o. vanmeter. ,"lees junior college, jackson (—; "
pres.—v. p. henry. ,"lindsey wilson junior college, colum¬ "
pres.—mother m. rebecca burke. ,"loretto junior college, nerinx (—; p.; "
pres.—lewis a. piper. ,"midway junior college, midway (—; "
pres.—sister margaret gertrude. ,"nazareth junior college, nazareth (s.; "
pres.—a. a. page. ,"pikeville junior college, pikeville (s.; "
pres.—oscie sanders. ,"sue bennett college, london ($s.; "
pres.—joe j. mickle. ,"centenary college, shreveport (s.; "
pres.—albert w. dent. ,"** dillard university, new orleans (s.; "
pres.—sister mary louise. ,louisiana state university and a. and 
pres.—r. w. e. jones. ,"**grambling college, grambling (—; "
pres.—j. m. frazier. ,"**leland college, baker (—; bapt.; "
pres.—e. godbold. ,"louisiana college, pineville (s.; bapt.; "
pres.—claybrook cotingham. ,"louisiana polytechnic institute, rus- "
pres.—harold walter stoke. ,"charles, monroe, and thibodaux "
pres.—thomas j. shields. ,"loyola university, new orleans (s.; "
pres.—g. j. tinsley. ,"southeastern louisiana college, ham¬ "
pres.—felton g. clark. ,"tural and mechanical college, "
pres.—joel l. fletcher. ,"southwestern louisiana institute, la¬ "
pres.—rufus carrollton harris. ,"tulane university of louisiana, new "
pres.—mother margaret mary clark. ,"ursuline college, new orleans (—; "
pres.—mother m. agatha. ,"♦♦xavier university, new orleans (s.: "
pres.—roland q. leavell. ,"nary, new orleans (—; bapt.; "
pres.—joseph e. gibson. ,"ana, natchitoches (s., *; st.; "
pres.—charles f. phillips. ,"bates college, lewiston (a., e.; p.; "
pres.—kenneth c. m. sills. ,"bowdoin college, brunswick (a., e.; "
pres.—julius s. bixler. ,"colby college, waterville (a., e.; p.; "
"pres.—harrison m. davis, jr. ","state teachers college, farmington— "
pres.—daniel j. o’neill. ,"st. joseph’s college, portland (—; r. "
pres.—arthur a. hauck. ,"university of maine, orono (a., e. • "
pres.—harry trust. ,"bangor theological seminary, bangor "
pres.—francis l. bailey. ,"gorham state teachers college, gor¬ "
pres.—richard f. crocker. ,"madawaska training school, fort kent "
pres.—lincoln a. sennett. ,chias (—; st.; coed.; 90).—3-year 
pres.—roy a. bither. ,"ricker junior college, houlton (e.; "
pres.—milton d. proctdr. ,"westbrook junior college, portland "
pres.—sister mary frances. ,"college of notre dame of maryland, "
pres.—otto frederick kraushaar. ,"goucher college, baltimore (a., m.; "
pres.—andrew g. truxal. ,"hood college, frederick (a., m.; p.; "
pres.—detlev w. bronk. ,"johns hopkins university, baltimore "
pres.—john spangler kieffer. ,"st. john’s college, annapolis (—; p.; "
pres.—prances j. dodd. ,"st. joseph’s college, emmitsburg (m.; "
vice pres.—sister mary louise doyle. ,r. c.; wo.; 215). 
pres.—john j. lardner. ,"roland park, baltimore (—; r. c.; "
pres.—francis x. talbot. ,"loyola college, baltimore (m.; r. c.; "
"pres.—w. h. moore, iii. ",ville 
pres.—martin d. jenkins. ,"**morgan state college, baltimore "
pres.—john l. sheridan. ,"mount st. mary’s college, emmitsburg "
pres.—h. c. byrd. ,"baltimore and princess anne (a., "
pres.—john t. williams. ,princess anne (—; st.; coed.; 
pres.—gilbert w. mead. ,peabody institute of the city of balti¬ 
pres.—lowell s. ensdr. ,"western maryland college, westmin¬ "
pres.—ferdinand c. wheeler. ,"woodstock, md., and wernersville, "
pres.—j. hall pleasants. ,"more, baltimore (—; p.; coed.; "
pres.—theodore halbert wilson. ,"university of baltimore, baltimore "
pres.—lester a. welliver. ,"westminster theological seminary, "
pres.—miles w. conndr. ,"**coppin teachers college, baltimore "
pres.—william e. henry. ,"**maryland state teachers college, "
pres.—lillian c. compton. ,"maryland state teachers college, "
pres.—j. d. blackwell. ,"marjdand state teachers college, salis¬ "
pres.—earle t. hawkins. ,"maryland state teachers college, tow- "
pres.—sister m. placide thomas. ,"washington, baltimore (m.; r. c.; "
pres.—george a. gleason. ,r. c.; men; 200). (for divinity 
pres.—may russell. ,"college, st. mary’s city (—; st.; "
pres.—william gellermann. ,"american international college, spring' "
pres.—charles w. cole. ,"amherst college, amherst (a., e.; p.; "
pres.—henry j. moquin. ,"assumption college, worcester (—; "
pres.—lewis n. holm. ,"atlantic union college, south lancas¬ "
pres.—william l. keleher. ,"boston college, chestnut hill (a., e.; "
pres.—daniel l. marsh. ,"boston university, boston (a., e.; p.; "
pres.—howard b. jefferson. ,"clark university, worcester (a., e.; "
pres.—james bryant conant. ,"harvard university, cambridge and "
pres.—thomas m. o’leary. ,"college of our lady of the elms, "
pres.—samuel young. ,"eastern nazarene college, wollaston "
pres.—boylston green. ,"emerson college, boston (—; p.; coed.; "
pres.—sister margaret patricia. ,"emmanuel college, boston (e.; r. c.; "
pres.—t. leonard lewis. ,gordon college of theology and mis¬ 
"pres.—james rhyne killian, jr. ","cambridge (a., e.; p.; coed.; "
"exec, vice pres.—edward l. more¬ ","5,639). "
pres.—roswell g. ham. ,"mount holyoke college, south hadley "
pres.—carl s. ell. ,"northeastern university, boston (e.; "
vice pres.—everett a. churchill. ,"p.; coed.; 7,533). "
pres.—wilbur k. jordan. ,"radcliffe college, cambridge (a., e.; "
pres.—sister m. st. ignatius. ,"regis college, weston (e.; r. o.; wo.; "
pres.—bancroft beatley. ,"simmons college, boston (a., e.; p.; "
vice pres.—j. garton needham. ,"wo.; 1,535). "
pres.—herbert davis. ,"smith college, northampton (a., e.; "
pres.—paul m. limbert. ,"springfield (e., * ed.; y. m. c. a.; "
pres.—walter m. burse. ,"suffolk university, boston (—; p.; "
pres.—leonard carmichael. ,"tufts college, medford (a., e.; p.; "
pres.—ralph a. van meter. ,"university of massachusetts, amherst "
vice-pres.—edward hodnett. ,university of massachusetts at fort 
pres.—mildred mcafee horton. ,"wellesley college, wellesley (a., e.; "
pres.—alexander howard meneely. ,"wheaton college, norton (a., e.; p.; "
"pres.—janies p. baxter, 3rd. ","williams college, williamstown (a., "
pres.—harold w. tribble. ,newton center (* ; bapt.-cong.; 
pres.—edward b. hinckley. ,"tration, babson park (—; p.; men; "
pres.—mrs. john a. greene. ,"harcourt st., boston 16 (* ; p.; wo.; "
pres.—donald w. miller. ,"curry college, 251 commonwealth ave., "
pres.—kenneth r. fox. ,"lowell textile institute, lowell (—; "
pres.—herman l. klein. ,"massachusetts school of optometry, "
pres.—john a. shea. ,"new bedford textile institute, new "
pres.—franklin h. blackmer. ,"new church theological school, cam¬ "
pres.—guy linwood vannah. ,"beacon st., brookline (—; ad. "
pres.—edward g. murray. ,"st. john’s seminary, brighton (—; r. "
pres.—wat tyler cluverius. ,"worcester polytechnic institute, wor¬ "
pres.—trentwell mason white. ,"lesley college, cambridge (—; p.; "
pres.—gordon l. reynolds. ,"massachusetts school of art, boston "
pres.—john j. kelly. ,"state teachers college, bridgewater "
pres.—william j. sanders. ,"state teachers college, fitchburg (*; "
pres.—martin f. o’conndr. ,"state teachers college, framingham "
pres.—james dugan. ,"state teachers college, lowell (—; "
pres.—grover c. bowman. ,"state teachers college, north adams "
pres.—edward a. sullivan. ,"state teachers college, salem (—; st.; "
pres.—edward j. scanlon. ,"state teachers college, westfield (—; "
pres.—eugene a. sullivan. ,"state teachers college, worcester (*; "
pres.—william h. j. kennedy. ,"teachers college of the city of boston, "
pres.—winifred e. bain. ,"wheelock college, boston (*; p.; wo.; "
pres.—warren c. lane. ,"ence, worcester 2 (—; p.; coed.; "
pres.—dorothy m. bell. ,"bradford junior college, bradford (e.; "
pres.—irving t. richards. ,"cambridge junior college, cambridge "
pres.—william c. garner. ,"dean academy and junior college, "
pres.—george o. bierkoe. ,"endicott junior college, beverly (—; "
pres.—^raymond c. wass. ,"lasell junior college, auburndale (e.; "
pres.—h. e. brown. ,"leicester junior college, leicester "
pres.—jane brooks. ,"mary brooks school, boston (—; p.; "
pres.—james l. conrad. ,"nichols junior college, dudley (—; "
pres.—mrs. marie warren potter. ,"pine manor junior college, wellesley "
pres.—samuel j. harrison. ,"adrian college, adrian (—; meth.; "
pres.—william w. whitehouse. ,"albion college, albion (a., n.; meth.; "
pres.—dale d. welch. ,"alma college, alma (n.; presb.; coed.; "
pres.—henry schultze. ,"calvin college, grand rapids (n.; "
pres.—louis m. mcknight. ,"detroit institute of technology, detroit "
pres.—alvin w. johnson. ,"emmanuel missionary college, berrien "
pres.—byron j. brophy. ,"ferris institute, big rapids (—; p.; "
pres.—harvey l. turner. ,"hillsdale college, hillsdale (n.; p.; "
"pres.—sister honora, ","marygrove college, detroit (a., n. ; "
pres.—sister mary patricia. ,"mercy college, 8200 w. outer drive, "
pres.—john a. hannah. ,"michigan state college, east lansing "
pres.—sister mary kevin. ,"nazareth college, nazareth (n.; r. "
pres.—aubrey l. ashby. ,"olivet college, olivet (—; p.; coed.; "
pres.—edward j. szumal. ,"st. mary’s college, orchard lake (—; "
pres.—mother m. gerald. ,"siena heights college, adrian (n.; r. "
pres.—wm. j. milldr. ,"university of detroit, detroit (n.; r. "
pres.—alexander g. ruthven. ,"university of michigan, ann arbor "
pres.—david d. henry. ,"wayne university, detroit (a., n.; c.; "
pres.—samuel a’^olbeda. ,rapids 7 (*; chris. ref.; coed.; 
pres.—john j. danhof. ,"detroit college of law, detroit (*; "
pres.—willoughby d. bough ton. ,"detroit institute of musical art, de¬ "
pres.—e. george lawrence. ,"highland park, detroit (—; p.; "
pres.—grover c. dillman. ,"nology, houghton (*eng., n.; st.; "
pres.—henry e. donnelly. ,"blvd., detroit (—; r. c.; men; "
"pres.—carl j. tamminen, acting. ","nary, hancock (—; luth.; coed.; "
pres.—john r. mulder. ,"western theological seminary, hol¬ "
pres.—c. l. anspach. ,"mount pleasant (n., *; st.; coed.; "
pres.—eugene b. elliott. ,"michigan state normal college, ypsi- "
pres.—h. a. tape. ,"tion, marquette (n., *; st; coed.; "
pres.—paul v. sangren. ,"tion, kalamazoo (a., n., *; st.; "
vice pres.—wynand wichers. ,"coed.; 3,764). "
pres.—l. a. pratt. ,"coed.; 1,029). "
pres.—arthur e. erickson. ,"gogebic junior college, ironwood (—; "
pres.—arthur andrews. ,"grand rapids junior college, grand "
pres.—g. l. greenawalt. ,"jackson junior college, jackson (n.; "
pres.—.james f. gregory. ,"spring arbor junior college, spring "
pres.—bernhard christen.sen. ,"inary, minneapolis (—; luth.; "
pres.—laurence m. gould. ,summer session—john m. stens- 
pres.—mother rosamond pratsch- ,"college of st. benedict, st. joseph (n.; "
pres.—sister antonius. ,"college of st. catherine, st. paul (a., "
pres.—mother m. athanasius. ,"college of st. scholastica, duluth (n.; "
pres.—sister m. rachael dady. ,"college of st. teresa, winona (a., n.; "
pres.—vincent j. flynn. ,"college of st. thomas, st. paul (n.; r. "
pres.—j. n. brown. ,"concordia college, moorhead (n.; "
pres.—edgar m. carlson. ,"gustavus adolphus college, st. peter "
pres.—hurst r. anderson. ,"hamline university, st. paul (a., n.; "
pres.—chas. j. turck. ,"macalester college, st. paul (a., n.; "
pres.—alcuin deutsch. ,"st. john’s university, collegeville (—; "
pres.—bro. joel stanislaus. ,"st. mary’s college, winona (n.; r. c.; "
pres.—c. m. granskou. ,"st. olaf college, northfield (a., n.; "
pres.—rudolph g. bandas. ,"st. paul seminary, st. paul (n.; r. "
pres.—j. l. morrill. ,"and duluth (a., n.; st.; coed.; "
pres.—henry c. wingblade. ,"bethel college and seminary, st. paul "
pres.—t. f. gullixson. ,"ave. and luther place, st. paul "
pres.—william macphail. ,"macphail college of music, minne¬ "
pres.—d. e. labelle. ,"state teachers college, mankato—con. "
pres.—paul h. roth. ,"seminary, 100 east 22d st., minne¬ "
pres.—william graham. ,"logical seminary, minneapolis (—; "
"pres.—james c. otis, sr. ","st. paul college of law (evening), "
pres.—c. l. schweppe. ,(—; luth.; coed.; 91).—3-year col¬ 
"pres.—r. j, connole. ","st. paul diocesan teachers college, "
pres.—c. r. sattgast. ,"state teachers college, bemidji (n., "
"pres.—c, l. crawford. ","state teachers college, mankato (n., "
pres.—otto w. snarr. ,"state teachers college, moorhead (n., "
pres.—n. minne. ,"state teachers college, winona (n., "
pres.—r. vv. goddard. ,"rochester junior college, rochester "
pres.—william h. pipes. ,"college, alcorn (ts.; st.; coed.; "
"pres.—g. t. gillespie, ","belhaven college, jackson (s.; presb.: "
pres.—lawrence t. lowrey. ,"blue mountain college, blue ^mountain "
pres.—m. l. smith. ,"millsaps college, jackson (a., s.; "
pres.—d. m. nelson. ,"mississippi college, clinton (a., s.; "
pres.—w. m. frazier. ,"**mississippi industrial college, holly "
pres.—fred t. mitchell. ,"mississippi state college, state college "
pres.—b. l. parkinson. ,"mississippi state college for women, "
pres.—l. m. mccoy. ,"**rust college, holly springs (—; "
"pres.—harold c. warren, ","**tougaloo college, tougaloo (s.; a. "
pres.—william m. kethley. ,"delta state teachers college, cleve¬ "
pres.—jacob l. reddix. ,"**jackson college, jackson (s.; st; "
pres.—r. c. cook. ,"mississippi southern college, hatties¬ "
pres.—w. e. greene. ,"clarke memorial college, newton (—; "
pres.—j. m. ewing. ,"copiah-lincoln junior college, wesson "
pres.—l. o. todd. ,"east central junior college, decatur "
pres.—cruce stark. ,"east mississippi junior college, scoo- "
pres.—richard g. cox. ,"gulf park college, gulfport (s.; p.; "
pres.—g. m. mclendon. ,"hinds junior college, raymond (s.; "
pres.—r. m. branch. ,"holmes junior college, goodman (s.; "
pres.—j. b. young. ,"jones county junior college, ellisville "
pres.—r. c. pugh. ,"northwest mississippi junior college, "
pres.—w. milan davis. ,"**okolona college, okolona (—; p. e.; "
pres.—r. d. mclendon. ,"pearl river junior college, poplar- "
pres.—a. l. may. ,"perkinston junior college, perkinston "
pres.—.john long. ,wards (ts; disc.-chris.; coed.; 
pres.—c. h. snell. ,"southwest mississippi junior college, "
pres.—^w. b. horton. ,"sunflower junior college, moorhead "
pres.—sinclair daniel. ,"whitworth college, brookhaven (—; "
pres.—charles t. morgan. ,"wood junior college, mathiston (—; "
"pres.—e. p. puckett, acting. ","central college, fayette (a., n.; meth.; "
pres.—stephen schappler. ,"conception seminary, conception (—; "
pres.—w. h. mcdonald. ,"culver-stockton college, canton (n.; "
pres.—james f. findlay. ,"drury college, springfield (a., n.; "
pres.—franc l. mccluer. ,"lindenwood college for women, st. "
pres.—j. l. zwingle. ,"park college, parkville (a., n.; presb.; "
pres.—thomas m. knapp. ,"rockhurst college, kansas citv (n.; "
pres.—patrick j. holloran. ,"st. louis university, st. louis (a., n.; "
pres.—m. earle collins. ,"tarkio college, tarkio (n.; u. presb.; "
pres.—clarence r. decker. ,"university of kansas city, kansas city "
pres.—frederick a. middlebush. ,"university of missouri, columbia and "
"pres.—w. w. hall, jr. ","westminster college, fulton (a., n.; "
pres.—walter pope binns. ,"william jewell college, liberty (a., "
pres.—louis j. sieck. ,"concordia theological seminary, st. "
pres.—henry c. haskell. ,"conservatory of music of kansas city, "
pres.—f. w. schroeder. ,groves (*; evan.-ref.; men and 
pres.—joseph p. donovan. ,"7800 kenrick road, st. louis 19 "
pres.—morris thompson. ,"surgery, kirksville (*; p.; coed.; "
pres.—lewis b. carpenter. ,"ers, kansas city (—; meth.; wo.; "
pres.—robert l. lund. ,"lied sciences, st. louis (*; p.; "
"pres.—john philip blake, jr. ","st. louis institute of music, st. louis "
pres.—william m. brennan. ,"st. mary’s seminary, perryville (—; "
pres.—g. w. diemer. ,"(n., "
pres.—walter h. ryle. ,"college, kirksville (n., *; st.; "
pres.—j. w. jones. ,"college, maryville (n., *; st.; "
pres.—w. w. parker. ,"southeast missouri state college, cape "
pres.—roy ellis. ,"springfield (n., *; st; coed.; "
"pres.—ruth miriam harris, ","**stowe teachers and junior college, "
pres.—.tames c. miller. ,"christian college, columbia (n.; disc.; "
pres.—marjorie mitchell. ,"cottey college, nevada (n.; p.; wo.; "
pres.—a. e. prince. ,"hannibal-la grange college, hannibal "
pres.—forrest brown. ,"iberia junior college, iberia (—; "
"pres.—roi s, wood. ","joplin junior college, joplin (—; dist.; "
pres.—earl s. thomas. ,"**lincoln junior college, kansas city "
pres.—e. e. camp. ,"monett junior college, monett (—; c.; "
pres.—albert j. c. moeller. ,"st. paul’s college, concordia (—; "
pres.—john w. dowdy. ,"southwest baptist college, bolivar "
pres.—homer p. rainey. ,"stephens college, columbia (n.; bapt.; "
pres.—s. m. rissler. ,"trenton junior college, trenton (—; "
pres.—j. m. sellers. ,"wentworth military academy, lexing¬ "
pres.—harlie l. smith. ,"william woods college, fulton (n.; "
pres.—emmett j. riley. ,"carroll college, helena (n.; r. c.; "
pres.—r. r. renne. ,"montana state college,^ bozeman (a., "
pres.—james a. mccain. ,"montana state university,* missoula "
pres.—j. j. donovan. ,"cation, great falls (w,; r, c.; "
pres.—a. g. peterson. ,"billings (w., 3 yrs.; st.; coed.; 362). "
pres.—rush jordan. ,"montana state normal college,® dillon "
pres.—james a. caudill. ,"dawson county junior college, glen¬ "
pres.—g. h. vande bogart. ,"northern montana college,® havre "
pres.—sister mary alice. ,"college of saint mary, omaha (—; "
pres.—william h. mccabe. ,reg.—sister mary austin. 
pres.—r. e. morton. ,"dana college, blair (—; evan, luth.; "
"pres.—harry m. gage, ad interim. ","doane college, crete (a., n.; cong, "
pres.—mother helen casey. ,"duchesne college, omaha (n.; p.; wo.; "
pres.—wm. m. french. ,"hastings college, hastings (n.; presb.; "
pres.—w. p. hieronymu.s. ,"midland college, fremont (n.; u. "
pres.—philip milo bail. ,"municipal university of omaha, omaha "
pres.—o. w. carrell. ,"nebraska central college, central city "
"pres.—john l. knight, jr. ","nebraska wesleyan university, lincoln "
pres.—robert w. woods. ,"union college, lincoln (n.; s. d. a.; "
pres.—walter e. bachman. ,"york college, york (—; u. breth.; "
pres.—a. o. fuerbringer. ,"concordia teachers college, seward "
pres.—victor p. morey. ,"nebraska state teachers college, "
pres.—walter e. scott. ,"fairbury junior college, fairbury "
pres.—floyd e. laiiersen. ,"luther college, wahoo (—; luth.; "
pres.—ralph g. brooks. ,"mccook junior college, mccook (—; "
pres.—allen p. burkhardt. ,"norfolk junior college, norfolk (—; "
pres.—charles h. davis. ,"scottsbluff junior college, scottsbluff "
pres.—john o. moseley. ,"university of nevada, reno (a., w.; "
pres.—john s. dickey. ,summer session—harold n. brown. 
pres.—sister im. de la salle. ,"mount st. mary college, hooksett "
pres.—sister m. st. pascal. ,"rivier college, nashua (—; p.; wo.; "
pres.—bertrand dolan. ,"st. anselm’s college, manchester (e.; "
pres.—arthur s. adams. ,"university of new hampshire, dur¬ "
pres.—lloyd p. young. ,"keene teachers college, keene (*; "
pres.—howard r. jones. ,"plymouth teachers college, plymouth "
pres.—h. leslie sawyer. ,"colby junior college for women, new "
pres.—frederick schweitzer. ,"seminary, bloomfield (t; presb.; "
pres.—sister marie jose byrne. ,"college of st. elizabeth, convent sta¬ "
pres.—fred g. holloway. ,"drew university, madison (m.; meth.; "
pres.—peter sammartino. ,"fairleigh dickinson college, ruther¬ "
pres.—sister marie anna. ,"georgian court college, lakewood (m.; "
pres.—harold willis dodds. ,"princeton university, princeton (a., "
pres.—robert c. clothier. ,"and newark (a., m.; st. and p.; "
pres.—vincent j. hart. ,"st. peter’s college, jersey city (m.; "
pres.—james f. kelley. ,"seton hall college, south orange (m.; "
vice pres.—william f. furlong. ,"r. c.; men; 4,010). "
pres.—evald b. lawson. ,"upsala college, east orange (m.; "
pres.—arthur e. armitage. ,"college of south jersey, camden (—; "
pres.—angelo franco. ,"don bosco college, inc., newton (—; "
pres.—edward a. markley. ,"john marshall college, jersey city "
pres.—allan r. cullimore. ,ark (*; m.; st. and c.; coed.; 
pres.—joseph r. sizoo. ,new brunswick (* ; ref.; men ; 
pres.—john a. mackay. ,"princeton theological seminary, prince¬ "
pres.—franklin f. moore. ,"rider college, trenton (—; p.; coed.; "
pres.—harvey n. davis. ,"stevens institute of technology, hobo¬ "
pres.—john finley williamson. ,"westminster choir college, princeton "
pres.—roscoe l. west. ,"new jersey state teachers college, "
pres.—h. a. sprague. ,"upper montclair (a., m., *; st.; "
pres.—edward w. seay. ,"centenary junior college, hacketts- "
pres.—mother mary clara. ,"immaculate conception junior college, "
pres.—floyd d. golden. ,"eastern new mexico college, portales "
pres.—margaret c. brown. ,"and hygiene, east orange (—; p.; "
pres.—c. l. littel. ,"bergen junior college, teaneck (—; "
pres.—john r. nichols. ,"mechanic arts, state college (n.; "
pres.—tom l. popejoy. ,"university of new mexico, albuquerque "
academic vice pres.—france v. ,"(a., n.; st.; coed.; 4,431). "
pres.—e. j. workman. ,"new mexico school of mines, socorro "
pres.—robert wilken. ,180). 
pres.—edward eyring. ,"new mexico highlands university, las "
pres.—haddon w. james. ,"new mexico state teachers college, "
pres.—paul dawson eddy. ,"adelphi college, garden city (jm.; i*.; "
"pres.—m. ellis drake, acting. ","alfred university, alfred (a., m.; st. "
pres.—donald armstrong. ,"9 e. 89th st., new york (—; p.; "
pres.—edward c. fuller. ,"bard college, annandale-on-hudson "
pres.—harry d. gideonse. ,"brooklyn college,^ brooklyn (a., i\i.; "
pres.—richard b. mchugh. ,"conception, brooklyn (—; r. c.; "
pres.—everett needham case. ,"colgate university, hamilton (a., m.; "
pres.—francis j. spellman. ,"college of mount st. vincent, new "
pres.—francis w. walsh. ,"college of new rochelle, new ro¬ "
pres.—edmund f. gibbons. ,"college of st. rose, albany (m.; r. "
pres.—alan willard brown. ,"and william smith colleges, ge¬ "
pres.—dwight d. eisenhower. ,"columbia university, new york (a., "
pres.—edmund e. day. ,"york (a., m.; st. and p.; coed.; "
pres.—sister jane frances. ,"d’youville college, buffalo (m.; r. c.; "
pres.—w. s. a. pott. ,heart. 
pres.—robert i. gannon. ,"fordham university, new york (a., "
"pres.—mother m, aloysia. ","good counsel college, white plains "
pres.—robert ward mcewen. ,"hamilton college, clinton (a., m.; p.; "
pres.—henry j. ai nold. ,"hartwick college, oneonta (—; luth.; "
pres.—john cranford adams. ,"hofstra college, hempstead, long is¬ "
pres.—george n. shuster. ,"york,  new york (a., m.; c.; "
pres.—arthur a. loftus. ,"iona college, new rochelle (—; r. c.; "
pres.—katherine gillett blyley. ,"keuka college,' keuka park (m.; "
pres.—mother m. charles borormeo. ,"ladyclilf college, highland falls (—; "
pres.—tristram w. metcalfe. ,"long island university, brooklyn (—; "
pres.—bro. bonaventure thomas. ,"manhattan college, new york (m.; "
pres.—mother eleanor m. o’byrne. ,"heart, new york (a., m.; r. c.; "
pres.—bro. louis omer. ,"marian college, poughkeepsie (—; r. "
pres.—mother m. therese dalton. ,"marymount college, tarrytown (m.; "
pres.—sister rose miriam. ,"nazareth college, rochester (m.; r. "
"pres.—bryn j. hovde, ","new school for social research, new "
pres.—francis l. meade. ,"niagara university, niagara university "
pres.—mother saint catherine. ,"notre dame college of staten island, "
pres.—paul klapper. ,"york,^ flushing, l. i. (a., :\i.; c.; "
pres.—l<*wis a. hh-oman. ,"russell sage college, troy (a., m.; "
pres.—mark kennedy. ,"donville (m.; r. c.; men, day div.; "
pres.—thomas plassman. ,"st. bonaventure (m.; r. c.; men, "
pres.—bro. columba. ,"st. francis college, brooklyn (—; r. "
pres.—john a. flynn. ,"st. john’s university, brooklyn (m.; "
pres.—john m. fearns. ,"st. joseph’s seminary and college, "
pres.—eugene garrett bewkes. ,"st. lawrence university, canton (a., "
pres.—harold tayldr. ,"sarah lawrence college, bronxville "
pres.—henry t. lloore. ,"skidmore college, saratoga springs "
pres.—carter davidson. ,"tady and albany (a., m.; p.; men ; "
pres.—alan valentine. ,"university of rochester, rochester "
pres.—sarah gibson blanding. ,"vassar college, poughkeepsie (a., m.; "
pres.—walter c. langsam. ,staten island (m.; luth.; coed.; 
pres.—richard leighton greene. ,"wells college, aurora (a., m.; p.; wo.; "
pres.—samuel belkin. ,"186th st, new york (—; .tewisli; "
pres.—henry p. van dusen. ,york. in association with union 
pres.—dean greer mckee. ,"biblical seminary in new york, new "
pres.—jess h. davis. ,"clarkson college of technology, pots¬ "
pres.—wilboiir eddy saunders. ,"colgate-rochester divinity school, "
pres.—luther gulick. ,"park ave., new york (—p.; "
pres.—leonard b. job. ,"ithaca college, ithaca (—; p.; coed.; "
pres.—stephen s. wise. ,"68th st., new york (—; p.; men; "
pres.—louis finkelstein. ,"ica, new york (—; jewish; men; "
pres.—william schuman. ,"mont ave., new york (* ; p.; coed.; "
pres.—jean alonzo curran. ,"long island college of medicine, "
pres.—john c. borden. ,"looth st., new york (*; p.; coed.; "
pres.—thomas moseley. ,"nyack (—; chris, and miss. alli¬ "
pres.—edward a. wuenschel. ,mount st. alphonsus theological semi¬ 
"pres.—j. oliver buswell, jr. ","national bible institute, 340 west 55tli "
pres.—robert s. pace. ,"pace institute, 225 broadway, new’ "
pres.—van day truex. ,"parsons school of design, 136 e. 57th "
vice pres.—goeffrey gates. ,"st., new york (—; p.; coed.; 970). "
pres.—harry stanley rogers. ,"brooklyn (*eng. a., m.; p.; men; "
pres.—livingston w. houston. ,"(♦eng., arch., a. m.; p.; men; "
pres.—mark ellingson. ,"rochester institute of technology, "
pres.—henry 1*. van dusen. ,"union theological seminary, new’ york "
pres.—lawrence k. fi-ank. ,"and primary teachers, the, new "
pres.—mother francis de sales. ,"agassiz circle, buffalo (—; 11. c.; "
"pres.—milton g. nelson, acting. ","albany (a., m., *; st.; coed.; "
pres.—harry w. rockwell. ,"at buffalo, buffalo (* ; st.; coed.; "
pres.—donald m. tower. ,"new york state teachers college, "
pres.—donnal v. smith. ,"state teachers college, cortland (*; "
pres.—leslie r. gregory. ,"state teachers college, fredonia (*; "
pres.—herbert g. espy. ,"state teachers college, geneseo (*; "
pres.—william j. haggerty. ,"state teachers college, new paltz (*; "
pres.—charles w. hunt. ,"state teachers college, oneonta (*; "
pres.—harvey mitchell rice. ,"state teachers college, oswego (*; "
pres.—charles c. ward. ,"state teachers college, plattsburg (* ; "
pres.—frederick w. crumb. ,"state teachers college, potsdam (*; "
pres.—frederick a. morse. ,"middletown collegiate center, middle- "
pres.—courtney carroll. ,"bennett junior college, millbrook (m.; "
pres.—mrs. clara m. tead. ,"briarcliff junior college, briarcliff "
pres.—isabel d. phisterer. ,"cazenovia junior college, cazenovia "
pres.—arthur j. doege. ,"concordia collegiate institute, bronx- "
pres.—jessica g. cosgrave. ,"finch junior college, new york (m.; "
pres.—j. wesley searles. ,"genesee junior college, lima (—; p.; "
pres.—carrol ring. ,"holy cross preparatory seminary, "
pres.—paul d. shafer. ,"institute, brooklyn (m.; p.; wo.; "
