president names,schools
president dy. hany l evans ,trinity college l 
president dr. robert e. hayes ,
president   dr. dallin h. oaks ,brigham young university. 
president   scot. re f. kirkham ,
co president  robert v. steves ,
 zed fahy s. robinson ,
pres for academic affairs dr. conrad v. hatch ,jouthern utah st college 
president s. alfred c. eme ,*university of utah 
"president de, glen l. taggar ",“utah state university 
president dr. william p. miller ,“weber state college 
president dr. dean m. mcdonald ,“college of eastern utah 
president  dr. ferron c. losee ,“dixie college 
president dr. floyd s. holm ,*snow college 
president  mr. wilson w. sorensen ,*utah tech college provo 
president mr. jay l. nelson ,*utah tech college salt tk 
vice pres of student affairs mr. s. j e. good ,westminster college 
acting president dean of faculty   dr. donald brown ,ennington college 
dr. harold abel ,astleton state college 2 
dr. c. bader brouilette ,hamplain college l 
president  sr. mary imelda ,
president gerald s. witherspoon ,goddard college 
president  dr. raymond a. withey ,green mountain college 
president   dr. william g. craig ,johnson state college 
president   h. franklin irwin je. ,lyndon state college 
president .n  thomas 8. ragie ,mariboro college 
president  dr. james l. armstrong ,middlebury college l 
president  gen. barksdele hamlett ,norwich university 
president  rev. charles c. matusik ,saint joseph college 
president   dr. berard l. boutin ,saint michael's college 
director dr. john a. wallace ,
president  sr. elizabeth a. candon ,trinity college 
president dr. edward c. andrews ,u vt & state agri college l 
president dr. william l. trvine ,vermont college —_ 
president   mr. pierre v. kie ,vermont technical college 
president  eugene c. w ,windham college 
dr. conwell a. an ,averett college 
president  dr. charles l harman ,
president  .wayne f. geisert ,bridgewater college 
president  vacant ,college of the potomac 
president  de. thomas a. graves ,*c william & mary main cam 
acting president james c. windsor re ,*chratphr newpt c wm-mary d 
president col. james m. carson bi ,*richard bland c wm & mary pr 
"president   myron s, augssurger dir ",eastern mennonite college pre 
  dr. c. g. mingledorff ,imory and henry college 
,errum junior college 
pres admin-academic dean df. frank j. simes ,lampden-sydney college 
president  dr. roy d. hudson ,hampton institute l 
"president   veewsohin a, logan jr. ",hollins college 
president    me william c. harris ,inst textile technology 
president   henryl. willett jr ,longwood college my 
president dr. carey brewer ,lynchburg college 
president    ronald e. carrier ,madison college 
president  dy. william w. aly ,mary baldwin college _ 
president dr. samuel f. babbitt ,
president  msgr. francis j. breidenbach ,
president   rev. james f. kelly ,la salette seminary 
president rev william l. reilly ,le moyne college 
president s rods l payton ,
president mr. alexander aldrich 3 ,*long is u brooklyn center 
president  sr. m. majella berg ,*long ie u cw fost center 
president   murray k. coulter ,national business college  
president br. ‘tyman b. brooks. ,norfolk state college 
president  dr. herbert zeitlin c ,old dominion university — a 
"president   edward h. levi , ",university of chicago 
president   dr. a. nv. taylor ui ,
 warren a. cheston ,j of illinois central off l 
,u of ill med! ctr chgo 
president  dr. luther w. white ,randolph-macon college 
president dr. william f. quill ,
president dr. perry f. ken ,roanoke college 
"president  dr. james a. russell jr, ",ve saint paul’s college 
president  rode p. parker ‘ ,
president  dr. roy k. patteson 4 ,southern sem jr college a 4 
 president tases   dr. w. hugh moomaw ,stratford college £- l 
president william t. mart ,sullins college 
president  harold b. whiteman ,sweet briar college 
president dr. fred r. stair. ,union theol sem in va 
president  dr. e. bruce heilma ,university of richmond 
president dr. edgar f. shannon ih ,u of virginia sys office 
chancellor mr. joseph c. smiddy ,*u va clinch viy college me 
chancellor  dr. lorin a. thompson ,*u va george masn college 
chancellor dr. greltet c. simpson ,*u of va mary wash college 
president  m. c. southerland ,virginia college 
vice pres for academic affairs dr. francis j. brooke ,
,'a intermont college bey 
president gen richard 1. by oe ,irginia military inst os ae 
,cal poly inst and state u
president dr. wendell p. russell ,virginia state college 
 dr. james a. armstrong ,
president  dr. s. a. burnette ,central va cmty college 
 dr. john f. bachals ,
president  mr. joseph m. taylor ,
president william r. pogue ,
president  dr. amold €. wirtale ,*germanna cmty college 
 dr. robert w. sullins 4 ,“jahn tyler cmty college r 
ur. richard j. emst ,northern va cmty college  
president  dr. perry r. adams ,
president  dr. john h. upton ,
president dr. kenneth e. dawson ,*southside va cmty college 
,*southwest va cmty college 
president   dr. james w. gilley ,*thomas nelsn cmty college 
president -allix b. james a ,virginia union university 
"president  dr. lambuth m.clarke '° a, ",! virginia wesleyan college 
president robert er. huntley =d ,e washington-lee university l 
 dr. merle e. landerho!m ,sellevue cmty college 
dr. robert j. wallenstien ,lig bend cmty college 
assistant to the president u  rooney enos ,centralia college
president  dr. james e. brooks ,central wash st college l 
presidentdr. t. $. hakanson ,clark college 
president dr. fred l. esveit ,
president  chartes j. mccann l ,nonds community college 
president dr. marion d. oppelt ,
president  monica schmidt l ,
president   richard e. twohy ,gonzaga university 
president    edward p. smith ,grays harbor college 
 president   dr. melvin r. lindbloom ,green river cmty college ens 
president dr. edward c. glan ,*long is u southampton ctr 
president  dr. harold baumgarter ,m j lewi c of podiatry 
president  bro. gregory nugent ,manhattan college 
president  george schick ,
president elizabeth j. mccormack ,l manhattanville college 
president  hubert doris , mannes college of music l 
president  sr. m. berchmans mahoney ,l maria college of albany  
,*u of ill urbana campus 
president  dr. hubert e. nutt ,vandercook c of music 
dean of instruction kenneth shibata  ,
president dr. john t. bernhard ,western ill university l 
president  dr. hudson t. armerding  ,wheaton college l l 
president  dr. orville d. camahan ,highline cmty college 
president  dr. david b. story ,lower columbia college 
president dr. d. v. hurst ,northwest college 
diroctor  dr. robert j. boyden ,
president  dr. norman c. richardson ,olympic college 
asst to pres for church  s. milton l. nesvig ,pacific luth university 
rev john maier ,peninsula college l 
president  rev. matthew naumes ,doors of students on ccs   coooreedlt feira 
acting dean of instruction  dy. paul g. cornaby ,seattle cc central office 
president  dr. cecil baxter jr. ,*seattle cc north campus oo 
president dr. robert c. smith ,*seattle cc south campus a 
president  dr. david l mckenna ,seattle pacific college 
president rev. louis gaffney ,
president  norwood m. cole tele ,
president s. hobart g. jenkins an ,
president os. may m. snyder seat ,spokane fis cmty college l brani 
president dr. charles e. odegeard ,
president dr. robert l. reynolds ,walla walla college 
president eldon dietrich ° ,walla walla cmty college 7 
president   gleon terrell ,washington st university 
president  dr. chartes j. flora ,westem wash st college 
director  mr. everett c. sanders ,whatcom cmty college* 
president dr. donald sheehan ,whitman college 
president   dr. edward b. lindaman ,whitworth college a 
president  dr. thomas e. deem ,yakima valley college 
president dr. richard e. shearer ,alderson broaddus college 
president dr. lester e. pipkin ,appalachian bible inst  a 
president john w. saunders ,beckley college 
president g perry e. gresharr ,bethany college 
president ws wendell g. hardway ,bluefield state college 
president  dr. joseph f. marsh ,concord college l 
president   dr. gordon e. hermanson ,davis and elkins college l 
president  dr. eston k. feaster ,fairmont state college 
president d. banks wilburn ,glenville state college 
president   dr. john f. montgomery ,greenbrier college 
president  dr. john g. barker ,marshall university 
president  dr. marshall buckalew ,morris harvey college l 
mr. justin 8. roberts ,ohio valley college 
president dr. robert h. stauffer l ,
president  dr. k. duane hurley ,potomac state c of w va u l 
president  dr. k. duane hurley ,salem college central off  
  clement h. clower ,
president dr. james a. butcher ,shepherd college 
director dr. ben r. dotson ,
president dr. james l chapman l ,
president  dr. james l. chapman ,w liberty st c cen office 
director dr. frank a. paulowski f ,
president  leonard c. nelson ,west va inst technology 
president  dr. william jl wallace ,
presidett dr. james g. harlow ,west virginia u cen off 
vice pres for academic affairs   kenneth m. plummer , w va u kenawhe viy grad ctr 
president dr. frank r. haig ,
vice pres head  st. bernards hendrup ,aiverno college 
president  dr. r. miller u ,beloit college 
director mr. d. l. johe ,blackhawk voce tech school* 
president  sr. mary a ,cardinal stritch college 
president wae rode v. cra ,carroll college l 
president dr. harold h. lentz ,carthage college 
president  walter w. stuenkel ,concordia college a 
director cecil w. beede ,
president  dr. robert &. lahti ,wm rainey harper college 
president and dean sr. m. joel lampen ,ancilla domini college 
president dr. robert h. reardon ,anderson college 
,
,
asst to the president ou  dr. richard c. mckee ,
president sr. mary rosa ,tate university 
president  linus r. fe ,marist college 
president  rev. thomas h. keef ,maryknoll seminary 
president   dr. john j. meng ,marymount college 
exec assistant to president sr. william daley ,
president  mother m. immacutata ,mater dei college 
president sr. alice huber ,n medaille college 
president mr. arthur k.mehren ravi , mercy college 
dr. thomas c. stevens pr ,l dominican college-racine drea 
president sr. mary cecilia carey co ,edgewood college resi 
director  mr. william m. sirek pri ,3 fox valley tech inst direc! 
president dr. john b. moriand ,y redeemer college 
president  dr. thomas s. smith ,lawrence university 
president edmund d. lewandowshi ,
director dr. norman p. mitby ,madison area tech college 
president  mr. otto j. madland ,madison business college 
president   dr. james m. hanlon ,marian c of fond du lac 
president rev john p. raynor ,marquette university so 
dean  dr. gerald a. kerrigan ,medical college of wis oe 
president  dr. kenneth e. smith , milton college de 
district director  wi liam l. ramsey de ,
pres for academic affairs richard j. ungrodt  ,
robert p. sorensen ,loraine park tech inst 
adedmic dean st. patricia ann preston . ,lount mary college l a 
dr. robert e. lovett o ,mount senario college 
president and dean rev donald parsons ,
dr. richard j. brown c ,nicolet college-tech inst 
director mr. lawrence b. hoyt ,north central tech inst 
 kenneth w. haubenschild ,northeast wis tech inst 
vice president for development mr. clarence w. gray ,torthland college 
 elmer h. gordon ,jutagamie co teachers c 
president  bernard s. adams ,acine technical inst l 
president   rev. john’ e. twomey ,
msgr. william n. schuit ,snt fran sch pst! minstry 
president  dr. robert e. chistin ,saint norbert college co 
president   mr. vernon e. maurer ,sheboygan co teachers c 
dirocton fe. ronald h. anderson ,
 robert h. mailer ,u of wisconsin cen office 
,*u of wisconsin madison 
chancellor   j. martin klotsche ,*u of wisconsin milwaukee de 
invin g. wyllie ,
torentz h. adolfson ,j of wisconsin ctr sys 
vice pres of academic affairs sr. mynette gross ,iterbo college l 
director   anthony j. natalizio ,vaukesha county tech inst - 
district director   charles g. richardson ,western wis tech inst 
executive director  mr. stephen jay ,wisconsin college-consv 
president dr. william j. micheels , wisconsin state u sys off ce 
dean of the college  dr. john f. meggers ,*stout st u barron co cam 
president dr. leonard haas ,*wis state u eau claire 
president  dr. kenneth e. lindner ,*wis state u at la crosse 
roger e. guiles ,*wis st u oshkesh main cam 
dean  dr. willard j. henken ,“wis s& u oshkosh-fondulac 
president bjame r. ulisvik , wis st u platv] main cam 
president  dr. george r. field ,“wis st u platvi richid sr oo 
president  dr. lee s. dreyfus ,*wis st u stevens pnt-main 
dean of the faculty russell l ofiver ,*wis st u stevns prnt-medfd 
president   dr. karl w. meyer ,*wis state u at superior 
president  william £. carter ,*wis state u whitewater 
president  dr. tilghman h. aley ,
president  dr. seauford a. norris ,christian theological sem  
president dr. martin j. neeb ,concordia senior college 
chancellor  ev richard t. john ,crosier house of studies 
president  dr. wi liam e. kerstetter ,depauw university l 
president dr. walter h. paimber ,lham college 
president   mr. charles roger ,eastern wyoming college 
president  dr. charles e. carpente ,laramie co cmty college 
president  dr. sinclair orendorf ,northwest cmty college 
president  dana n. peitersen ,sheridan college 
president  william d. carlson ,university of wyoming 
president dr. charles c. crandall ,' westen wyo cmty college 
president mrs. helen w. coogan contr ,
,
,
president and dean facuttios rabbi moses feinstein ,
,wr yeshiva cen inst 
superintendent   en a. p. clark ,
superintendent adm john f. thompson ,
superintendent  adm arthur b. enge! ,
director  mr. david r. lynn ,cmty college amer samoa 
dean dr. glen e. murphy ,canal zone college 
president   dr. pedro c. sanchez ,university of guam 
executive dean  dr. ramon a. cruz ,colle 
director albert a. riddering ,*iinter amer u arecibo br 
director jorge e. berrios ,*inter amer u barnquits br 
director  josefina navarro ,*inter amer u bayamon br 
president  mr. sol l. decartes ,*inter amer sen german cam 
l felix torres ,*inter amer u aguadilla br 
interim director  emmanuel salome ,*inter amer u ponce br 
vice pres and executive dean dr. jean littlefield ,*inter amer u ramey c 
president ana cg. mendez ,puerto rico jr college 
director mr. jose n. morales ,*u pr arecibo reg college 
director mr. salvador antonetti ,*u pr-cayey university c 
director dr. pedro gonzalez ,*u pr humacao reg college l 
chancellor   vacant ,*u of pr mayaguez 
,
chancellor pedro j. rivera ,‘u of pr rio piedras 
 dr. boris e. bogatz ,cmty college micronesia 
president dr. lawrence c. wanlass ,college of virgin islands 
president mr john i carhar ,
president mr foster davidof! ,
president dr charles e perr' ,
president dr thomas g carpente! ,
president dr deon h holt ,
president dr b h amstead ,
president dr arleigh b templeton ,
president dr david l norton ,
president charies w. meister ,eastern nm u central off 
 president for finance  col. j. e. connor ,‘eastern nm u reswell cam 
president for instruction  john r. shepherd ,im inst of mining & techn 
,ew mexico junior college  
president   john r. everett libri ,
 president   dr. alexander schure ,ny inst techn cen office a 
president dr. john v. thornton ,y inst techn ny cty cam 
president dr. john howard yoder ,ww york medical college lo 
president dr. j. lawrence burkholder ,goshen college 
president so. ‘hermon a hey ,grace theol sem & college _ 
president   dr. john e. homer ,
president and dean bro. john driscoll ' ,‘holy cross junior college  
president  dr. george w. webber din ,huntington college 
president  james m. hester -—des ,new york university 1 
president rev kenneth f. slattery fina ,niagara u central office 
,teg u our lady angel sem 
,commissioner and president of the university 
president dr. alan c. rankin ,indiana state u cen off 
president  dr. david l. rice ,*indiana s¢ u evansvl cam 
chancellor byrum e. carter ,indiana u central office 
,
,
executive vice president dr. jack s. schiff registrar  ,
,
president john f. skillman jr resistre admin ,
president dr. john r. everett conte on ,parsons school of design dean or nesear 
director of placement   miss elinor morris president  ,
president  father victor j. hoagland dir administratis ,
,coordinator junior colleges 
,
chancellor  ralph e. broyles ,*indiana u at fort wayne 
chancellor  maynard k. hine ,*indiana u at indianapolis 
chancellor victor m. bogle ,*indiana u at kekemo l 
chancellor   robert j. mcneil! ,*indiana u northwest  be 
chancellor lester m. wolfson l ,*indiana u at south bend 
president harry a mcgutf ,‘indiana u southeast  ‘ 
,
,northwestern university 
,
,
,
,
,
,
,
,c/o mills college 
,
,
,
president mr. irving m. bunim ,
president isaac hutner ,
executive vice president rabbi a. ehrenfeld ,
president mosopn 5. shaw ,rab c of kamenitz yeshiva 
rabbi a. h. leibowitz 4 ,tabbinical sem of america 
president  rabbi israel gustman ,
,ca institutes 
president ard provost  dr. clayton d. dobrenwend ,ensselaer poly institute a an 
director  mr. george l. utley ,
dean  mr. warren f. h ,*mallery technical tnet 
director   mr. harvey s. poling ,*north central tech inst 
director  mr. mearte r. don ,*northeaat technical inst -  
dean   mr. richard m. wyse ,*sne joseph viy tech inst 
dean mr. richard tl. davie ,*wakaah valley tech inst l 
director  mr. donald h. bryan ,*“white river viy tech inat 
president mr. robert l. baker ,international jc business 
president   dr. a. blair helman ,manchester college 
president  louis gatto ,marian college 
president  dr. rufus c. harris ,*thercer u main campus 
dean dr. oliver m. littlejohn ,
president  dr. louis c. aiderman wy. ,middle georgia college 
president  sgh m. gloster ,morehouse college 
president dr. john a. middieton ,morris brown college 
president dr. paul k. vonk  ,oglethorpe college a 
,institution l wentworth college techn 
,
"vice president & academic dean  dono d, karlee ",
president paul a. miller ,rochester inst technology 
,dean school of 
,
,
president dr. woodrow l. goo ,*russell sa 
president erland w. ,
acting president dr. laurence b ,oakland city college 
president  dr. arthur g. he ,purdue u central office 
dean ard director dr. carl h. eltiott 3 ,*purdue u calumet campus ° 
,ers “purdue u ft wayne campus 4 
dean  frederick j. murphy ,*russell sage jc of albany 
rev joseph p. brennan ,saint bernards seminary 
president  rev reginald a redlon ,saint bonaventure u 
president  bro. donald sullivan ,saint francis college 
president rev. charles j. lavery ,saint john fisher college 
president  rev joseph t. cahill ,saint john’s university 
dean and director robert f. sch ,
president  john a. l ,rose-hulman inst of techn 
president   sr. joellen sch ,saint francis college 
president  rev. charles h. banct ,snt jos’ college cen off l 
 president  rev. john m. lefko ,wel *snt jos’ calumet college 
direrctor rev. campion r. baer ,#iss *snt joseph's capuchin sem  
 president   sr. m. alma peter ,sn «saint mary's. college 
rev. james f. chambers ,
president sr. george a. o'connor ,saint joseph’‘s college 
president  msgr. edward j. montano ,snt josephs sem & college 
president    rev. matthew t. con ,saint lawrence university so 
president dr. joseph c. patamountain l ,skidmore college 
president  louis t. benezet ,
president    vacant ,14 *suny state u binghamton 
president dr. robert l. ketter ,*suny st u bflo main cam 
vice pres for health sciences dr. clyde l. randall ,*suny health sci ctr bflo 
president   dr. sohn s. toll ,*suny st u stony bk main 
president dr. lewis w. bluemte ,ny downstate medi ctr 
president dr. elbert k frety ,*suny college at brockport 
president dr. richard c. jones ,my *suny college at cortlond 2 
president  dr. gerald w. thomas ,new mexico military inst 
president  dr. gerald w. thomas ,nm state u central office 
director  marvin d. rohovec ,*nm state u alamogordo 
director   mr. paul h. johnson ,*nm state u carlsbad 
director  dr. cari d. westbrook , nm state u grants branch 
dr. william c. witter ,‘nm state u san juan 
president   mr. francis a. kleinhenz ,university of albuquerque 
president  dr. robert w. macvittie ,u of nm central office 
acting vice chancellor dr. harold delaney ,*suny c herkmer-rome-utica 
president  dr. john j. neumaier ,*suny college at new paltz 
"president d, maguire ",
pres for academic affairs   dr. carey w. brush ,
president  dr. thomas m. barringte ,uny college at oswego 
president  dr. abbott kapl ,*suny college at purchase 
president   dr. edward e. palmer ,*suny college of forestry 
president adm edward j. o'donnell ,*suny maritime college 
,*suny agri & tech c alfred co 
vice president  mr. glenn e. wright ,*suny agri & tech c canton 
president   dr. walton a. brown ,*suny agel tech c coblesk! 
president dr. william r. kunsela ,*suny agri & tech c delhi so do 
president  dr. charles w. laffin jr. ,*suny agri tech c farmngd! 
asst to pres for development  david l. o'hara ,suny agi! tech © morriv ft 
 dr. chaites r. eisenhart ,
president  albert t. skinner ,*auburn community college 
president    edgar d. draper ,*boro of manhattan cc 
president dr. james a. colston ,*bronx community college 
president  mr. cecil c. tyrrell ,
president dr. alfred light ,*clinton community college 
president  mr. edward j. owen ,*columbia-greene cc 
president  vacant ,*cmty college finger lakes - 
asst to pres special projects mr. ernest f. ling ,*coming community college 
president  dr. james f. hall ,*dutchess cmty college 
president  james e. shenton ,*erie community college 
president   sr. jeanne knoerle ,*gen 
president and director   rev. hilary ottensmeyer ,saint meinrad college 
president-director   rev. adrian fuerst ,snt meinrad sch theology 
president   dr. milo a. rediger ,taylor university 
president    dr. richard m. bateman ,tri-state college 
president  dr. wallace b. graves ,university of evansville 
president mr. robert mclaughlin ,university of notre dame 
acting president mr. edward aponte ,*hestea community college 
president  mr. james j. fitzgibbons ,“hudson viy cmty college 
president  dr. roger c. seager ,“jamestown cmty college l 
president  james e. mcvean ,*jefferson cmty college 
president  leon m. goldstein ,*kingsborough cmty college 
president  dr. loeph shenker ,
president  dr. w. stewart tosh ,*mohawk viy cmty college 
president   dr. leroy v. good ,*morroe community college 
president dr. george f. chambers ,*nassau community college 
president sees dr. robert t. novak ,*new york cty crnty college 
 president  df. kurt r. schmelier ,*queensboreugh community c l 
president  seymour eskow ,l “rockland cmty college 
president mr. robert d. larsson ,*schenectady county cc l a 
president dr. wikiam m. birenbaum ,*staten ts cmty college 
president albert m. ammerman ,*suffolk co cmty college 
president   dr. richard grego ,*sullivan co cmty college 
president  mr. hushang bahar ,*tompkins-cortland cc 
president dr. george 8. erbstein ,*ulater co cmty college 
"president  dr. joseph n. hankin, ",*“weatchester cmty college l 
chancellor and president dr. melvin a. eggers ,syracuse u central office me 
 mr. ambrose j de flumere ,syracuse u utica college l 
president  dr. bernard lander ,
president  sr. mary carmina coppota ,trocaire college 
president   harold c. martin ,union college l 
president   john b. mosley ,union theological sem 
president  mr. robert 1. sproull ,university of rochester 
vice pres for student affairs dr. j. m. duggan ,vassar college l 
sr mary pachomia ,
president fesrel heady ,
president  john h. ,*u of nm gallup branch 
president  msgr. floyd j. brown ,western nm university 
president dr. arthur d. osvidson ,wagner college 
president adm william a. bochett ,webb inst of naval arch l 
president p. wilson ,wells college l 
william j. mulcahy ,woodstock college 
me joo weiss ,yesh beth shearm rab inst 
president  me samuel belkin ,yeshiva university 
president dr. herbert w. wey ,appalachian st university 
president   mr. thomas w. simpson be ,ashevi buncombe tech inst din 
president dr. arthur d. wenger dire ,
interim president  dr. william c. brown ,urber-scotia college 
mr. charles h. byrd ,paufort co tech inst 
president dr. tssac h. miller jr. ,mont abbey college 
president dr. william d. killian ,blue ridge technical inst 
"president we. h, edwin bean ",brevard college 
president mr. james l. henderson jr ,cape fear technical inst  
president henry j. mcgee ,
president  dr. martin l. shotzberge ,catawba college 
president mr. robert e. pay ,catawba valley tech inst 
president  mr j.p hockaday ,. cen carolina tech inst l 
president  dr. richard h. hagemeyer 3 ,cen piedmont cmty college te 
president  dr. bruce e. whitaker ,chowan college 
president  tease dr. samuel b. petteway ,college of the albemarle co 
president   rev. theodore m. hesburgh ,craven. technical inst -_ 
president  dr. albert g. huegli ,valparaiso university 
president   dr. isaac k. beckes ,vincennes university 
president  dt thaddeus seymour ,wabash college 
rev. kevin d. o'rourke ,aquinas inst of theology 
president   sr. jordan dahm ,briar cliff college 
president  dr. samuel r. spencer jr. ,davidson college 
president   grady e. love ,davidson co cmty college 
president terry sanford ,duke university 
director  edmond w. lim ,
director   marion p. syk ,*e carolina u cherry point 
president dr. marion d. thon ,elizabeth city state u 
president  j. earl dantes ,elon college 7 
president dr. charles lyons j.   ,
president mr. howard e. boudreau ,fayetteville tech inst i 
president dr. here p. atfeldt ,forsyth technical inst . 
president   woodrow b. sugg ,gardner-webb college - 2 
president dr. david g. mobberley ,greensboro college l 
executive dean  jerry h. godard ,guilford college l 
president dr. luther r. medlin ,
president  mr. martin c. nix  ,haywood technical inst l 
president  dr. wendell m. patton ,high point college 
president   fred j. eason x ,isothermal cmty college 
dean of students  alfred wells presid ,james sprunt institute busine 
president   dr. lionel h. newsom ene ,johnsn c smith university dean 
director of student affairs  mr. george van allen presid ,king’s college direct 
president  lamie g. horton 7o ,kittrell college busin 
president  dr. f. george shipman te ,mcrae college 
president dr. cecid w. robbins hi ,lovisburg college nee 
president   dr. fred b. bentley presi ,mars hill college pine 
president dr. william 8. raper ,martin technical inst - me 
president dr. lewis c. dowdy ,nc agri & tech state u 
president  dr. albert n. whiting ,nc central university l 
president robert ward  ,nc school of the arts 
president  thomas a. collins ,nc wesleyan college 
president    dr. s. david frazier ,peace college 
president   dr. leland miles ,
president  dr. leland miles ,alfred u central office 
 dr. edward e. mueller f ,“ny st c ceramics alfred u 
president   john h. nienaer c ,
president   reamer kine ,bard college 
president   rabbi moshe horovitz ,
vice president for development  mr. paul m. winship ,bennett college 
executive vice president   rabbi israel garber ,beth jacob hebrew tchrs c l 
president  dr. english e. jones ,
president  douglas r. sasser ,pfeiffer college 
president rev. donald k. drake ,piedmont bible college oh 
president dr. william e. fulford jr. ,pitt technical institute ‘ ey 
dr. john e. smylie ,lueens college 
mr. merton 11. branson ,andolph technical inst l 
president  mr. c. merrill hamilt ,ichmond technical inst 
president sr. mary steph ,sacred heart college 
president  f. ooneld j. he ,snt andrews presb college 
president  prezel r. robins ,
president dr. prank w. pisani ,saint mary's jr college 
president dale h. gramley ,er salem college 
dr. raymond a a. stone ,4 sandhills cmty college a 
president dr. james a. hargraves se ,
president dr. olin t. binkley pre ,sthestn baptist theol sem  
president dr. w. thomas cottingham reg ,southeastern cmty college 
president    mr. edward e. bryson c ,
president  dr. wendell d. hatve ,uthwood college 
president dr. robert j. gee ,central u of towa 
president  dr. leo l. nussbaum ,coe college 
president  j. leonard azneer ,college osteo med-surgery 
,comell college 
chancellor john t. cale ,-*des moines area cc-ankeny 
director  miltard p. ,*nc state u fort bragg br 
chancellor  dr. william e. highs ,*u of nc at asheville 
,*u of nc at chapel hill se 
chamcellor   dr. dean w. colvard ,*u of nc at charlotte 
chancellor  dr. jaines s. farguson ,
chancellor william h. wagoner ,*u of nc at wilmington 
president   mr. robert w. lemay jr. ,w w holding tech inst 
president dr. james r. scales ,wake forest university 
,ren wilson college  
president  dr. howard e. th ,wilkes community college 
,wilson co technical inst 
president dugg ,county—union fice code l 
president   de kenneth r. williams ,winston-salem state u 
assistant president schimmelpfennig ,bismarck junior college 
,dickinson state college 
president   dr. roy joe stuckey ,jamestown college 
president  mervil a. berg ,lake region jr college 
president   dr. harold j. miller ,mary college 
president  thomas s. fenkins ,
president  gordon b. olson ,mino? state college l 
president  dr. clair t. blikre  ,nd state school science 
president  laure d. loftsgard ,nd state u central office oe 
dean robert e. johnson o ,*nd state u bottineau br 
president  dr. laud d. vaught pr ,northwest bible college 
president mr. thomas j. cliford ,u of nd central office 
garvin l. stevens ,u of nd williston branch 
dr. howard rose ,alley city state college 
president  james p. dixon ,iien county tech inst 
president  james p. dixon ,*antioch college main cam 
dean mr. stephen b. plumer ,*antioch c wash-balt cam 
director  philip r. adams ,art academy of cincinnati 
president dr. glenn l clayton ,
president  dr. robert s. krol ,henaeum of ohio 
president rev. robert c. we ,borromeo seminary of ohio 
president   dr. hollis a. moc ,bowling grn st u cen off 
dean  james h. mcbride ,*bowling grn st u firelds 
president  thomas h. langevin ,capital university 
acting president  louis a. tospfr ,case western reserve u 
administration officer   rabbi naftali halberstam ,
president dr. thomas e. baker ,briarcliff college 
president leonard p. moore ,
asst to pres for development  rev. p. b. carroll ,canisius college 
president james t. jeremiah ,ipuchin theological sem 
president dr. lewis a. jackson ,central state university by 
president mr. harvey c. bream jr. de ,cincinnati bible seminary 
co president  mr. frederick b. schtimm  ,l cincinnati tech institute a a 
richard d. brinkman ,lark co technical inst l 
joseph mccullough ,leveland inst of art 
 dr. victor babin ,leveland inst of music 
pres for academic attalrs  cherbert c. corben ,leveland st university l 
president  sr. ade ,
president rev kevin r. keel. ,college of steubenville 
president j. garber drust ,college of wooster 
mahonri s. young ,
president   dr. charles e. chapmen ,columbus technical inst 
director of general education  dr. rus f. slicker ,*cuyahega cc metro cam  
dean dr. emil j. stade! ,» *des moines area cc-boone 
president rev harold w. rigney , divine word college 
president  bemard l. haan , dordt college 
president vacant ,pe drake university 
dean f. travis ,
dean  mark l. hopkins eh ,*muscatine cmty college l 
dean oes  donald g. foreman ie ,
campus president  dr. donald h. smith ,elisworth cmty college l x 
campus president dr. bernard j. silk ,*cuyahoga cc western cam 
president  ruth l. davis ,davis junior college 
president   dr. w. noel johnston ,defiance college 
dean of the college liam j. mcbride ,ison university 
president  mr. max covert ,four county tech inst 
"president de, joseph f. frasch ",franklin university 
president  alfred gottschalk , *hebrew union c main cam  
dean  dr. lewis barth ,*hebrew union c cal branch 
dean  dr. paul steinberg ,*hebrew union c ny branch 
president  lose h. fishel jr. ,heidelberg college 
president dr. elmer jagow ,hiram college l 
president dr. fred s. roble ,
president  rev. hey f. birkenhauer ,john carroll university 
president   dr. robert l. white ,kent state u cen office 
director   paul a. reichert ,*kent st ashtabula reg cam 
richard q. king ,*kent st e liverp! reg cam 
diroctor thomas n. cox ,*kent st u salem reg cam 
director  jack d. morehart ,*kent st stark co reg cam 
director  dr. charles b. wiland ,*kent st trumbull reg cam 
director  francis c hazard ,*kent st tuscaraws reg cam 
president william g. caples ,kenyon college 
president dr. marlowe h. schaffner ,
president  dr. paul weaver ,lake erie college. 
president  dr. wayne l. rodehorst ,lakeland cmty college 
omar olson ,lorain co cmty college 
president sr. mary remigia kostick ,lourdes junior college 
president dr. everett l. cattell ,malone college 
president dr. frank e. duddy jr. ,marietta college 
president sr. rose margaret dostal ,mary manse college 
president  oe dr. glidden l. brooks ,medi college ohio-toledo 
president dr. john w. dickhaut ,methodist theol sch ohio 
president  charles p. harbottie ,miami-jacobs jc business 
president dr. phillip r. shriver ,miami university cen off 
director  barnard phelps , miami u hamilton branch 
,‘miami u middletown branch 
president dr. ronald g. ,mount union college 
president dr. nephen w. ,
president  mr. walker hu ,muskingum area tech inst 
president  dr. william p. l ,muskingum college 
president mr. hensy r. fallerius ,north cen tech college 
president  sr. mary luke ,notre dame college 
president  dr. robert w. fuller ,oberlin college 
acting president and dean dr. abe rubin ,
president sr. m. suzanne uhrhane  ,ohio dominican college 1. 
president   dr. samuel l. meyer d ,ohio northern university l  
